sno,name,mail,phonenumber,branch,year,hr_score,hr_completion,lc_easy,lc_medium,lc_hard,lc_total,cc_rating,cc_stars,cc_country_rank,cc_global_rank,cc_highest_rating,maya,maya_score,maya_rank,gfg_score,gfg_problems,github_profile,linkedin_profile
163,Student_163,student163@example.com,9990406330,ECE,2,3,91,102,42,6,160,2226,2,3818,9181,2048,No,84,206,76,254,https://github.com/student163,https://linkedin.com/in/student163
164,Student_164,student164@example.com,9867025275,MECH,3,56,29,25,161,11,336,1477,4,1139,31597,810,Yes,4,319,165,96,https://github.com/student164,https://linkedin.com/in/student164
165,Student_165,student165@example.com,9652731550,MECH,3,8,37,10,82,17,70,1075,5,2582,42374,1997,No,90,66,16,53,https://github.com/student165,https://linkedin.com/in/student165
166,Student_166,student166@example.com,9878679733,CSE,4,99,15,13,103,20,188,2193,2,1091,71804,1715,No,72,338,4,3,https://github.com/student166,https://linkedin.com/in/student166
167,Student_167,student167@example.com,9510176450,IT,2,33,90,32,121,21,333,1200,3,4833,32131,2315,No,45,145,195,164,https://github.com/student167,https://linkedin.com/in/student167
168,Student_168,student168@example.com,9748841903,CIVIL,3,76,9,192,26,22,361,933,2,2410,58948,1447,No,31,300,191,119,https://github.com/student168,https://linkedin.com/in/student168
169,Student_169,student169@example.com,9136905664,ECE,4,3,1,193,13,43,269,2073,5,3076,5233,2243,No,14,216,184,288,https://github.com/student169,https://linkedin.com/in/student169
170,Student_170,student170@example.com,9626301790,IT,4,20,78,182,93,7,34,1619,1,3159,35148,987,No,34,121,61,242,https://github.com/student170,https://linkedin.com/in/student170
171,Student_171,student171@example.com,9804867229,IT,2,35,0,160,89,34,376,1132,5,3230,64821,2240,Yes,27,136,107,168,https://github.com/student171,https://linkedin.com/in/student171
172,Student_172,student172@example.com,9499913600,CIVIL,3,32,17,187,165,19,203,1752,4,4386,98676,978,Yes,52,413,153,176,https://github.com/student172,https://linkedin.com/in/student172
173,Student_173,student173@example.com,9279922311,MECH,1,78,88,32,77,36,230,2301,1,2029,93675,2280,No,68,178,108,90,https://github.com/student173,https://linkedin.com/in/student173
174,Student_174,student174@example.com,9892381877,CIVIL,2,52,6,109,190,27,88,2300,5,1567,91646,906,Yes,98,94,103,254,https://github.com/student174,https://linkedin.com/in/student174
175,Student_175,student175@example.com,9953618917,MECH,3,63,30,35,192,31,147,1562,1,626,15231,1144,No,37,124,158,132,https://github.com/student175,https://linkedin.com/in/student175
176,Student_176,student176@example.com,9141215233,CSE,4,52,27,16,5,27,64,2344,4,297,72990,1838,No,8,263,45,218,https://github.com/student176,https://linkedin.com/in/student176
177,Student_177,student177@example.com,9150177705,IT,1,65,75,74,95,28,396,1929,5,3915,92868,2193,Yes,90,487,169,107,https://github.com/student177,https://linkedin.com/in/student177
178,Student_178,student178@example.com,9158966882,ECE,2,28,31,148,31,6,59,865,5,4053,95150,2091,No,78,260,65,296,https://github.com/student178,https://linkedin.com/in/student178
179,Student_179,student179@example.com,9636903813,CSE,2,94,43,67,93,22,15,1800,1,2723,85115,1838,No,62,448,51,249,https://github.com/student179,https://linkedin.com/in/student179
180,Student_180,student180@example.com,9239585463,IT,3,84,53,189,108,42,386,1266,1,3246,64715,1745,Yes,71,427,186,42,https://github.com/student180,https://linkedin.com/in/student180
181,Student_181,student181@example.com,9143107861,CIVIL,1,56,56,21,149,42,215,1722,4,4744,23936,2227,No,96,168,163,127,https://github.com/student181,https://linkedin.com/in/student181
182,Student_182,student182@example.com,9979521463,IT,2,90,14,8,40,42,152,1370,3,703,44694,1386,No,63,27,29,40,https://github.com/student182,https://linkedin.com/in/student182
183,Student_183,student183@example.com,9921175941,CIVIL,2,41,44,89,11,18,343,2455,4,858,57362,1926,No,85,67,26,20,https://github.com/student183,https://linkedin.com/in/student183
184,Student_184,student184@example.com,9632070528,IT,2,1,11,28,178,20,115,1361,4,1330,98387,1503,No,94,197,174,193,https://github.com/student184,https://linkedin.com/in/student184
185,Student_185,student185@example.com,9637843558,CIVIL,2,48,35,67,139,14,7,837,3,895,36913,2593,Yes,82,489,181,77,https://github.com/student185,https://linkedin.com/in/student185
186,Student_186,student186@example.com,9124507401,CIVIL,1,40,58,138,75,47,28,1001,4,4880,90715,1062,No,62,144,172,192,https://github.com/student186,https://linkedin.com/in/student186
187,Student_187,student187@example.com,9406868106,CSE,3,74,49,29,145,13,7,1501,5,3636,31917,2505,Yes,42,33,155,287,https://github.com/student187,https://linkedin.com/in/student187
188,Student_188,student188@example.com,9346016637,CIVIL,4,64,54,60,59,33,388,836,1,4088,76132,2172,Yes,7,227,117,165,https://github.com/student188,https://linkedin.com/in/student188
189,Student_189,student189@example.com,9670138932,IT,3,61,8,182,16,23,118,2124,3,2752,93456,2391,No,13,202,197,21,https://github.com/student189,https://linkedin.com/in/student189
190,Student_190,student190@example.com,9746697372,IT,2,80,15,155,40,14,256,2284,1,2237,87086,2208,Yes,62,141,132,258,https://github.com/student190,https://linkedin.com/in/student190
191,Student_191,student191@example.com,9187266486,ECE,2,17,34,125,62,16,193,1917,3,3088,9609,2357,No,96,105,165,117,https://github.com/student191,https://linkedin.com/in/student191
192,Student_192,student192@example.com,9591490275,CIVIL,2,32,11,106,0,35,347,906,2,3577,65670,1555,Yes,65,75,152,22,https://github.com/student192,https://linkedin.com/in/student192
193,Student_193,student193@example.com,9317436694,CIVIL,3,3,48,171,99,38,246,1797,1,909,77255,999,Yes,21,381,108,17,https://github.com/student193,https://linkedin.com/in/student193
194,Student_194,student194@example.com,9647188267,ECE,4,96,89,2,50,10,216,1073,3,4950,2312,2170,Yes,90,238,114,179,https://github.com/student194,https://linkedin.com/in/student194
195,Student_195,student195@example.com,9224210914,CIVIL,3,48,23,163,170,37,295,2054,1,2248,77968,813,No,31,115,124,262,https://github.com/student195,https://linkedin.com/in/student195
196,Student_196,student196@example.com,9822423803,CIVIL,2,10,12,45,57,0,245,1085,1,4666,86969,1168,Yes,97,268,45,295,https://github.com/student196,https://linkedin.com/in/student196
197,Student_197,student197@example.com,9169205550,MECH,1,27,76,156,166,29,274,1391,1,4901,68377,1222,No,75,467,111,287,https://github.com/student197,https://linkedin.com/in/student197
198,Student_198,student198@example.com,9736486104,CIVIL,4,30,85,29,85,31,129,1444,2,2161,630,2011,Yes,1,37,121,288,https://github.com/student198,https://linkedin.com/in/student198
199,Student_199,student199@example.com,9528316083,IT,1,94,95,25,95,50,291,1376,5,4153,10481,1143,Yes,50,411,97,98,https://github.com/student199,https://linkedin.com/in/student199
200,Student_200,student200@example.com,9911279192,MECH,2,85,85,45,140,12,57,1414,3,4728,63593,807,Yes,12,312,164,238,https://github.com/student200,https://linkedin.com/in/student200
201,Student_201,student201@example.com,9261558087,CSE,3,47,76,51,189,48,282,2451,2,1950,66026,2424,Yes,40,416,150,139,https://github.com/student201,https://linkedin.com/in/student201
202,Student_202,student202@example.com,9373608137,ECE,2,63,7,27,68,7,320,1020,5,3334,88703,1841,Yes,10,320,75,4,https://github.com/student202,https://linkedin.com/in/student202
203,Student_203,student203@example.com,9181380792,MECH,2,52,53,29,1,37,61,1325,3,4923,19896,2474,Yes,5,252,104,122,https://github.com/student203,https://linkedin.com/in/student203
204,Student_204,student204@example.com,9336304807,IT,2,56,71,44,60,39,125,1145,3,3465,92931,941,No,6,332,156,74,https://github.com/student204,https://linkedin.com/in/student204
205,Student_205,student205@example.com,9232852992,ECE,2,2,0,60,0,40,3,1819,2,4212,59272,2071,Yes,97,236,104,167,https://github.com/student205,https://linkedin.com/in/student205
206,Student_206,student206@example.com,9617821486,CSE,2,5,45,80,84,13,380,2467,5,2684,76628,2218,Yes,59,209,50,53,https://github.com/student206,https://linkedin.com/in/student206
207,Student_207,student207@example.com,9229407468,CSE,4,17,2,64,66,30,229,2248,4,961,8440,955,No,39,64,80,108,https://github.com/student207,https://linkedin.com/in/student207
208,Student_208,student208@example.com,9121620205,CIVIL,2,38,80,24,160,2,179,2398,3,381,95038,1955,Yes,88,307,13,282,https://github.com/student208,https://linkedin.com/in/student208
209,Student_209,student209@example.com,9991708314,CIVIL,4,56,22,93,79,28,183,2026,1,3221,53362,1809,No,17,377,182,25,https://github.com/student209,https://linkedin.com/in/student209
210,Student_210,student210@example.com,9181808046,MECH,1,17,89,50,40,38,291,2392,5,56,68913,1513,Yes,63,443,15,104,https://github.com/student210,https://linkedin.com/in/student210
211,Student_211,student211@example.com,9866552117,ECE,4,36,35,115,96,28,41,2400,2,4861,51776,2483,No,100,249,162,296,https://github.com/student211,https://linkedin.com/in/student211
212,Student_212,student212@example.com,9619656196,MECH,2,29,81,134,1,23,128,1147,3,598,29055,2410,Yes,79,453,43,171,https://github.com/student212,https://linkedin.com/in/student212
213,Student_213,student213@example.com,9164450016,CIVIL,3,64,52,1,112,16,281,1313,4,3992,23691,1481,Yes,16,451,173,193,https://github.com/student213,https://linkedin.com/in/student213
214,Student_214,student214@example.com,9725583705,MECH,3,19,90,93,190,32,323,1831,5,1468,54954,1527,No,0,215,200,12,https://github.com/student214,https://linkedin.com/in/student214
215,Student_215,student215@example.com,9351133278,ECE,4,92,43,147,33,34,126,2108,3,2951,16947,2520,No,11,82,150,125,https://github.com/student215,https://linkedin.com/in/student215
216,Student_216,student216@example.com,9991131304,CSE,2,1,49,51,17,9,26,847,1,1478,11504,1971,Yes,60,37,163,100,https://github.com/student216,https://linkedin.com/in/student216
217,Student_217,student217@example.com,9731472202,CSE,2,31,86,133,119,0,124,1291,2,2707,69356,1415,No,72,371,200,0,https://github.com/student217,https://linkedin.com/in/student217
218,Student_218,student218@example.com,9162694292,CSE,1,85,36,87,185,5,287,1551,2,2315,24574,1802,No,82,457,158,15,https://github.com/student218,https://linkedin.com/in/student218
219,Student_219,student219@example.com,9261162249,ECE,4,79,44,68,150,3,50,1331,1,1024,66284,2078,No,43,75,95,26,https://github.com/student219,https://linkedin.com/in/student219
220,Student_220,student220@example.com,9309101383,ECE,4,49,79,162,143,48,57,2156,1,2829,91440,2266,No,72,88,86,205,https://github.com/student220,https://linkedin.com/in/student220
221,Student_221,student221@example.com,9123367284,IT,3,10,58,59,101,30,390,1439,2,4231,15881,2478,No,30,5,57,108,https://github.com/student221,https://linkedin.com/in/student221
222,Student_222,student222@example.com,9199961469,IT,3,73,95,101,158,50,319,1917,5,1315,13479,1713,No,54,168,65,116,https://github.com/student222,https://linkedin.com/in/student222
223,Student_223,student223@example.com,9258348512,CIVIL,2,27,48,169,85,0,0,1000,2,849,29483,2253,Yes,72,133,182,133,https://github.com/student223,https://linkedin.com/in/student223
224,Student_224,student224@example.com,9732541166,ECE,1,85,41,112,3,12,135,1530,2,1303,97692,836,No,16,67,133,40,https://github.com/student224,https://linkedin.com/in/student224
225,Student_225,student225@example.com,9838906919,CSE,4,32,69,93,186,24,203,1575,2,209,1760,1084,Yes,83,451,92,120,https://github.com/student225,https://linkedin.com/in/student225
226,Student_226,student226@example.com,9841550278,ECE,3,42,83,43,172,31,252,1863,4,1424,90360,2267,No,41,147,174,252,https://github.com/student226,https://linkedin.com/in/student226
227,Student_227,student227@example.com,9502411666,CSE,3,31,16,66,45,9,219,1479,4,3591,5195,1676,Yes,7,423,68,3,https://github.com/student227,https://linkedin.com/in/student227
228,Student_228,student228@example.com,9272392044,ECE,2,60,59,170,141,21,224,2281,5,55,83295,1326,Yes,67,155,9,20,https://github.com/student228,https://linkedin.com/in/student228
229,Student_229,student229@example.com,9822484469,IT,3,34,21,162,73,8,172,1816,4,904,23828,2257,Yes,48,246,92,291,https://github.com/student229,https://linkedin.com/in/student229
230,Student_230,student230@example.com,9151482190,ECE,3,38,86,52,138,25,50,1924,2,2821,55787,2407,Yes,64,297,192,152,https://github.com/student230,https://linkedin.com/in/student230
231,Student_231,student231@example.com,9875780638,CSE,4,68,77,60,78,48,289,1691,5,945,36168,1463,Yes,80,23,82,70,https://github.com/student231,https://linkedin.com/in/student231
232,Student_232,student232@example.com,9438073311,ECE,3,48,6,20,5,25,301,2105,3,2392,7915,1647,Yes,92,234,101,163,https://github.com/student232,https://linkedin.com/in/student232
233,Student_233,student233@example.com,9250629112,MECH,2,35,27,87,36,24,237,2104,1,1411,28060,2562,No,26,393,98,20,https://github.com/student233,https://linkedin.com/in/student233
234,Student_234,student234@example.com,9883310515,ECE,3,56,72,61,69,9,89,2078,3,3229,65798,956,No,3,82,124,210,https://github.com/student234,https://linkedin.com/in/student234
235,Student_235,student235@example.com,9137806073,CSE,1,97,37,72,46,20,297,1405,4,644,22592,1645,Yes,34,161,15,129,https://github.com/student235,https://linkedin.com/in/student235
236,Student_236,student236@example.com,9971823484,CSE,4,91,44,200,135,21,157,1099,4,103,78603,1169,Yes,27,178,177,284,https://github.com/student236,https://linkedin.com/in/student236
237,Student_237,student237@example.com,9847792252,CSE,4,73,54,172,75,27,383,2359,2,2331,28504,1380,No,99,401,71,29,https://github.com/student237,https://linkedin.com/in/student237
238,Student_238,student238@example.com,9534579400,MECH,4,10,7,82,81,38,105,2077,4,276,65076,2092,No,41,394,18,129,https://github.com/student238,https://linkedin.com/in/student238
239,Student_239,student239@example.com,9227946714,CIVIL,4,23,61,176,97,31,70,1593,2,11,67720,943,No,95,359,157,190,https://github.com/student239,https://linkedin.com/in/student239
240,Student_240,student240@example.com,9628514969,MECH,1,89,52,25,42,5,176,1795,3,2852,57327,1967,No,34,231,50,218,https://github.com/student240,https://linkedin.com/in/student240
241,Student_241,student241@example.com,9680597085,CSE,1,95,78,183,20,11,97,1261,3,373,65441,1471,Yes,42,201,198,266,https://github.com/student241,https://linkedin.com/in/student241
242,Student_242,student242@example.com,9247111042,IT,2,57,6,105,148,1,397,2370,2,1726,39997,1316,Yes,70,336,200,76,https://github.com/student242,https://linkedin.com/in/student242
243,Student_243,student243@example.com,9290613669,IT,4,18,15,76,39,14,275,1763,2,2055,4200,1260,Yes,63,345,71,164,https://github.com/student243,https://linkedin.com/in/student243
244,Student_244,student244@example.com,9307182171,CIVIL,2,12,52,40,124,45,356,2366,1,2068,94453,2538,Yes,9,185,180,88,https://github.com/student244,https://linkedin.com/in/student244
245,Student_245,student245@example.com,9147940874,ECE,2,66,48,23,183,48,294,1231,2,1593,1786,1640,Yes,14,380,200,180,https://github.com/student245,https://linkedin.com/in/student245
246,Student_246,student246@example.com,9734261729,MECH,4,67,19,74,166,41,87,1362,4,3257,80727,2443,No,33,386,52,204,https://github.com/student246,https://linkedin.com/in/student246
247,Student_247,student247@example.com,9931274177,IT,1,60,94,126,185,4,106,803,2,2130,24849,1457,Yes,30,269,95,53,https://github.com/student247,https://linkedin.com/in/student247
248,Student_248,student248@example.com,9372258866,IT,4,35,36,182,177,11,278,1878,3,3088,96433,2547,Yes,63,319,35,50,https://github.com/student248,https://linkedin.com/in/student248
249,Student_249,student249@example.com,9659793112,CIVIL,3,59,62,113,70,24,109,2482,3,3789,65232,1265,Yes,87,44,117,2,https://github.com/student249,https://linkedin.com/in/student249
250,Student_250,student250@example.com,9107535869,CSE,4,18,94,26,4,45,151,2224,2,3334,66931,1934,Yes,59,66,48,235,https://github.com/student250,https://linkedin.com/in/student250
251,Student_251,student251@example.com,9126418459,MECH,4,10,1,145,184,22,341,1258,3,4140,45969,1031,No,60,365,113,47,https://github.com/student251,https://linkedin.com/in/student251
252,Student_252,student252@example.com,9650704244,ECE,3,77,62,17,31,26,161,1314,4,532,70179,1474,No,40,192,76,90,https://github.com/student252,https://linkedin.com/in/student252
253,Student_253,student253@example.com,9394102660,ECE,1,74,34,15,144,26,69,2339,5,371,5079,1559,Yes,65,3,36,60,https://github.com/student253,https://linkedin.com/in/student253
254,Student_254,student254@example.com,9193176904,MECH,3,91,85,153,61,26,10,1874,1,1272,74836,1192,No,89,318,89,49,https://github.com/student254,https://linkedin.com/in/student254
255,Student_255,student255@example.com,9578532944,CIVIL,2,85,3,195,166,36,353,1387,3,359,77008,2573,Yes,99,207,28,118,https://github.com/student255,https://linkedin.com/in/student255
256,Student_256,student256@example.com,9114551671,ECE,2,40,40,97,39,18,269,1181,1,1610,61980,2066,No,63,376,35,168,https://github.com/student256,https://linkedin.com/in/student256
257,Student_257,student257@example.com,9538236092,CIVIL,1,19,98,160,60,9,69,2077,3,1399,71097,1862,Yes,19,114,129,223,https://github.com/student257,https://linkedin.com/in/student257
258,Student_258,student258@example.com,9753389948,CSE,3,19,34,91,6,23,378,2491,1,3181,75281,2084,Yes,56,267,152,84,https://github.com/student258,https://linkedin.com/in/student258
259,Student_259,student259@example.com,9926726171,ECE,2,52,63,90,114,0,390,814,4,1156,43882,999,Yes,3,37,186,108,https://github.com/student259,https://linkedin.com/in/student259
260,Student_260,student260@example.com,9619312872,CSE,1,86,33,82,105,41,197,816,3,3622,2217,1623,Yes,30,496,58,178,https://github.com/student260,https://linkedin.com/in/student260
261,Student_261,student261@example.com,9393401173,MECH,4,9,65,194,36,6,25,1996,3,1211,54742,1041,Yes,26,351,79,87,https://github.com/student261,https://linkedin.com/in/student261
262,Student_262,student262@example.com,9610644309,CSE,3,8,27,13,157,15,62,2174,4,3507,56616,2483,Yes,26,491,92,80,https://github.com/student262,https://linkedin.com/in/student262
263,Student_263,student263@example.com,9811045044,ECE,1,22,20,19,119,47,342,1814,5,1315,96478,1080,Yes,19,284,28,32,https://github.com/student263,https://linkedin.com/in/student263
264,Student_264,student264@example.com,9253901058,IT,2,76,65,82,151,5,21,1806,2,4369,7325,1211,Yes,36,92,8,24,https://github.com/student264,https://linkedin.com/in/student264
265,Student_265,student265@example.com,9328577138,CSE,4,53,91,60,94,34,350,2015,1,1527,69051,2352,No,72,128,81,196,https://github.com/student265,https://linkedin.com/in/student265
266,Student_266,student266@example.com,9471619814,CIVIL,1,25,73,25,143,48,201,857,5,316,48831,1445,No,23,330,150,84,https://github.com/student266,https://linkedin.com/in/student266
267,Student_267,student267@example.com,9664795254,IT,4,46,67,143,114,14,87,912,2,4113,61400,2158,Yes,79,191,199,180,https://github.com/student267,https://linkedin.com/in/student267
268,Student_268,student268@example.com,9187221438,CIVIL,1,3,21,4,188,14,370,1016,3,3352,92340,1018,Yes,80,23,88,71,https://github.com/student268,https://linkedin.com/in/student268
269,Student_269,student269@example.com,9164538279,CIVIL,3,83,73,128,14,34,130,1697,4,4825,6105,2569,No,36,124,140,167,https://github.com/student269,https://linkedin.com/in/student269
270,Student_270,student270@example.com,9530683146,CSE,2,95,48,96,52,38,100,1905,2,1089,6795,972,No,38,26,11,194,https://github.com/student270,https://linkedin.com/in/student270
271,Student_271,student271@example.com,9322233591,ECE,1,87,77,188,44,28,0,2423,2,4844,63217,2595,No,18,269,25,13,https://github.com/student271,https://linkedin.com/in/student271
272,Student_272,student272@example.com,9843374215,MECH,3,7,82,175,104,3,95,1340,5,4793,41754,2253,No,71,387,152,241,https://github.com/student272,https://linkedin.com/in/student272
273,Student_273,student273@example.com,9690032110,ECE,3,25,84,4,65,40,176,1067,1,4678,56215,1104,No,84,145,81,257,https://github.com/student273,https://linkedin.com/in/student273
274,Student_274,student274@example.com,9135881285,ECE,4,73,46,155,114,17,287,1238,4,4063,32232,2160,Yes,56,89,127,224,https://github.com/student274,https://linkedin.com/in/student274
275,Student_275,student275@example.com,9242626248,CIVIL,4,21,86,166,185,47,341,1364,2,3506,89688,2375,Yes,20,273,60,124,https://github.com/student275,https://linkedin.com/in/student275
276,Student_276,student276@example.com,9754360138,CIVIL,3,53,80,72,54,36,106,2053,4,4608,45127,934,Yes,70,467,167,91,https://github.com/student276,https://linkedin.com/in/student276
277,Student_277,student277@example.com,9841765385,MECH,1,51,36,157,164,45,28,1777,3,758,87642,1555,No,31,436,29,166,https://github.com/student277,https://linkedin.com/in/student277
278,Student_278,student278@example.com,9447823007,CIVIL,4,32,70,18,197,5,357,943,3,3284,78854,1734,Yes,56,438,131,194,https://github.com/student278,https://linkedin.com/in/student278
279,Student_279,student279@example.com,9796365926,IT,3,35,0,132,113,40,280,1971,5,87,80116,878,Yes,72,417,187,79,https://github.com/student279,https://linkedin.com/in/student279
280,Student_280,student280@example.com,9606188145,IT,1,4,100,71,39,37,145,1533,5,426,57970,1753,Yes,41,283,168,225,https://github.com/student280,https://linkedin.com/in/student280
281,Student_281,student281@example.com,9647324138,IT,4,47,8,134,158,12,46,2439,4,2588,48270,1143,No,62,494,26,298,https://github.com/student281,https://linkedin.com/in/student281
282,Student_282,student282@example.com,9994434566,ECE,4,4,97,39,148,27,160,1303,5,4734,28165,1077,Yes,68,93,94,250,https://github.com/student282,https://linkedin.com/in/student282
283,Student_283,student283@example.com,9544451342,ECE,4,46,35,146,179,24,375,1325,3,1249,27883,1944,Yes,87,267,151,128,https://github.com/student283,https://linkedin.com/in/student283
284,Student_284,student284@example.com,9444784185,CIVIL,2,60,33,123,45,23,40,1495,1,4435,33530,2367,No,27,394,135,249,https://github.com/student284,https://linkedin.com/in/student284
285,Student_285,student285@example.com,9893462641,ECE,1,63,2,136,1,28,285,1521,3,4397,25061,2023,No,14,251,161,4,https://github.com/student285,https://linkedin.com/in/student285
286,Student_286,student286@example.com,9798332452,IT,4,43,27,102,41,36,11,1645,1,2301,26710,1050,Yes,84,370,93,231,https://github.com/student286,https://linkedin.com/in/student286
287,Student_287,student287@example.com,9463151208,MECH,2,42,11,67,37,21,46,1454,2,3823,57226,1068,No,2,118,53,192,https://github.com/student287,https://linkedin.com/in/student287
288,Student_288,student288@example.com,9445621706,MECH,3,42,56,167,67,50,253,1780,4,609,54983,2012,Yes,68,190,128,5,https://github.com/student288,https://linkedin.com/in/student288
289,Student_289,student289@example.com,9115229029,CIVIL,3,22,59,197,48,31,185,1371,1,2601,81049,936,No,78,135,11,240,https://github.com/student289,https://linkedin.com/in/student289
290,Student_290,student290@example.com,9514883359,MECH,3,85,52,185,24,9,194,1080,1,1910,75286,2114,No,90,212,63,79,https://github.com/student290,https://linkedin.com/in/student290
291,Student_291,student291@example.com,9424817735,MECH,2,16,2,69,2,49,136,1338,3,4945,40956,1391,No,51,486,85,32,https://github.com/student291,https://linkedin.com/in/student291
292,Student_292,student292@example.com,9359934519,CSE,3,54,83,108,88,8,330,1551,3,2426,96632,896,Yes,68,338,151,230,https://github.com/student292,https://linkedin.com/in/student292
293,Student_293,student293@example.com,9681968529,IT,2,67,77,186,110,17,395,2124,5,4764,40527,1529,No,59,345,146,31,https://github.com/student293,https://linkedin.com/in/student293
294,Student_294,student294@example.com,9468599825,ECE,3,95,43,155,81,10,157,1655,1,2768,6530,2339,No,24,134,55,140,https://github.com/student294,https://linkedin.com/in/student294
295,Student_295,student295@example.com,9190658928,CSE,3,77,29,5,142,7,309,1099,4,2303,68799,999,Yes,31,329,58,40,https://github.com/student295,https://linkedin.com/in/student295
296,Student_296,student296@example.com,9793595789,MECH,4,61,19,117,43,14,73,1538,5,2322,18122,803,No,65,219,157,264,https://github.com/student296,https://linkedin.com/in/student296
297,Student_297,student297@example.com,9276595037,MECH,1,76,49,128,11,22,373,1591,1,3339,18874,1024,Yes,76,147,169,192,https://github.com/student297,https://linkedin.com/in/student297
298,Student_298,student298@example.com,9870057568,ECE,3,78,6,119,111,34,359,1179,5,67,50302,2532,Yes,88,74,59,114,https://github.com/student298,https://linkedin.com/in/student298
299,Student_299,student299@example.com,9396475936,MECH,1,52,79,147,62,0,178,1873,3,1559,17550,2537,Yes,90,434,111,15,https://github.com/student299,https://linkedin.com/in/student299
300,Student_300,student300@example.com,9276659846,CIVIL,3,91,86,2,147,31,224,849,3,1511,30864,1715,No,85,172,33,174,https://github.com/student300,https://linkedin.com/in/student300
